,name,description,homepage,github_id,image,category,show,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,projectrank_placing,trending,commit_count,github_release_downloads,monthly_downloads,updated_github_id
59,image-segmentation-keras,divamgupta image-segmentation-keras.,https://github.com/divamgupta/image-segmentation-keras,divamgupta/image-segmentation-keras,./screenshots/image-segmentation-keras.png,图像分割,True,https://github.com/divamgupta/image-segmentation-keras,MIT,2017-03-20 20:48:54,2023-11-06 21:58:09,2023-08-01 03:37:20,1102,153.0,194.0,2795,,,1.0,,,20.0,17,2,,256.0,1450.0,25.0,
60,PocketFlow,Tencent PocketFlow.,https://github.com/Tencent/PocketFlow,Tencent/PocketFlow,./screenshots/PocketFlow.png,模型压缩与优化,True,https://github.com/Tencent/PocketFlow,,2018-10-31 07:45:21,2023-03-31 22:23:33,2019-05-28 02:57:14,489,73.0,202.0,2769,,,,,,11.0,12,3,,214.0,,,
61,chinese_ocr,YCG09 chinese_ocr.,https://github.com/YCG09/chinese_ocr,YCG09/chinese_ocr,./screenshots/chinese_ocr.png,OCR文字识别,True,https://github.com/YCG09/chinese_ocr,Apache-2.0,2018-03-16 06:52:08,2019-10-08 03:48:03,2019-10-08 03:48:28,1058,263.0,111.0,2690,,,,,,,12,3,,13.0,,,
62,awesome-image-classification,weiaicunzai awesome-image-classification.,https://github.com/weiaicunzai/awesome-image-classification,weiaicunzai/awesome-image-classification,./screenshots/awesome-image-classification.png,图像分类,True,https://github.com/weiaicunzai/awesome-image-classification,,2012-05-23 14:07:04,2022-04-20 15:52:51,2022-04-20 09:49:35,579,1.0,,2649,,,,,,2.0,10,3,,57.0,,,
63,captcha_break,ypwhs captcha_break.,https://github.com/ypwhs/captcha_break,ypwhs/captcha_break,./screenshots/captcha_break.png,OCR文字识别,True,https://github.com/ypwhs/captcha_break,MIT,2017-02-21 14:04:20,2022-02-25 08:48:08,2020-01-10 13:03:53,648,48.0,18.0,2633,2019-06-18 13:05:05,2.0,2.0,,,2.0,12,3,,12.0,680.0,12.0,
64,NVlabs-MUNIT,NVlabs MUNIT.,https://github.com/NVlabs/MUNIT,NVlabs/MUNIT,./screenshots/NVlabs-MUNIT.jpeg,图图转换ImageTranslation,True,https://github.com/NVlabs/MUNIT,,2018-03-30 21:56:14,2022-09-20 12:23:52,2021-11-11 23:45:33,477,60.0,42.0,2600,,,1.0,,,5.0,11,3,,87.0,,,
65,pytorch-generative-model-collections,znxlwm pytorch-generative-model-collections.,https://github.com/znxlwm/pytorch-generative-model-collections,znxlwm/pytorch-generative-model-collections,./screenshots/pytorch-generative-model-collections.png,生成对抗网络GAN,True,https://github.com/znxlwm/pytorch-generative-model-collections,,2017-08-31 03:58:25,2020-04-12 11:55:29,2018-06-12 09:57:00,529,24.0,5.0,2538,,,,,,2.0,10,3,,87.0,,,
66,UGATIT-pytorch,znxlwm UGATIT-pytorch.,https://github.com/znxlwm/UGATIT-pytorch,znxlwm/UGATIT-pytorch,./screenshots/UGATIT-pytorch.jpeg,图图转换ImageTranslation,True,https://github.com/znxlwm/UGATIT-pytorch,MIT,2019-07-29 07:44:56,2023-03-16 02:38:05,2019-10-15 02:58:17,480,48.0,22.0,2476,,,,,,2.0,11,3,,17.0,,,
67,Image_Segmentation,LeeJunHyun Image_Segmentation.,https://github.com/LeeJunHyun/Image_Segmentation,LeeJunHyun/Image_Segmentation,./screenshots/LeeJunHyun-Image_Segmentation.jpeg,图像分割,True,https://github.com/LeeJunHyun/Image_Segmentation,,2018-06-18 08:27:27,2023-06-30 05:20:58,2023-06-30 05:20:58,563,,89.0,2403,,,,,,,10,3,,13.0,,,
68,ctrip-OCR,ctripcorp C-OCR.,https://github.com/ctripcorp/C-OCR,ctripcorp/C-OCR,./screenshots/C-OCR.png,OCR文字识别,True,https://github.com/ctripcorp/C-OCR,,2019-04-11 06:07:08,2019-05-08 09:56:50,2019-05-08 09:56:49,605,16.0,2.0,2332,,,,,,,10,3,,11.0,,,
69,AutonomousDrivingCookbook,microsoft AutonomousDrivingCookbook.,https://github.com/microsoft/AutonomousDrivingCookbook,microsoft/AutonomousDrivingCookbook,./screenshots/AutonomousDrivingCookbook.jpeg,自动驾驶,True,https://github.com/microsoft/AutonomousDrivingCookbook,MIT,2017-11-30 20:51:02,2023-06-12 19:32:09,2023-06-12 19:32:09,530,34.0,88.0,2246,,,,,,6.0,13,3,,48.0,,,
70,awesome-gan-for-medical-imaging,xinario awesome-gan-for-medical-imaging.,https://github.com/xinario/awesome-gan-for-medical-imaging,xinario/awesome-gan-for-medical-imaging,./screenshots/awesome-gan-for-medical-imaging.png,医疗影像,True,https://github.com/xinario/awesome-gan-for-medical-imaging,,2017-08-23 20:38:25,2022-05-29 21:59:19,2022-05-29 21:59:19,435,,4.0,2190,,,,,,12.0,11,3,,89.0,,,
71,Awesome-Super-Resolution,ChaofWang Awesome-Super-Resolution.,https://github.com/ChaofWang/Awesome-Super-Resolution,ChaofWang/Awesome-Super-Resolution,./screenshots/Awesome-Super-Resolution.jpeg,图像超分辨率,True,https://github.com/ChaofWang/Awesome-Super-Resolution,,2019-04-20 15:32:50,2024-01-02 03:01:42,2024-01-02 03:01:38,325,2.0,5.0,2134,,,,,,5.0,13,3,,264.0,,,
72,micronet,666DZY666 micronet.,https://github.com/666DZY666/micronet,666DZY666/micronet,./screenshots/micronet.png,模型压缩与优化,True,https://github.com/666DZY666/micronet,MIT,2019-12-04 15:56:29,2021-10-06 09:46:07,2021-10-06 09:39:17,443,91.0,18.0,2124,,,,1.0,1.0,2.0,13,3,,295.0,,,
73,facebookresearch-pycls,facebookresearch pycls.,https://github.com/facebookresearch/pycls,facebookresearch/pycls,./screenshots/facebookresearch-pycls.png,图像分类,True,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17,2023-08-26 21:36:44,2023-08-26 20:55:56,232,24.0,56.0,2091,2021-05-21 00:29:47,0.2,2.0,16.0,16.0,19.0,15,3,,,,,
74,awesome-autonomous-vehicles,manfreddiaz awesome-autonomous-vehicles.,https://github.com/manfreddiaz/awesome-autonomous-vehicles,manfreddiaz/awesome-autonomous-vehicles,./screenshots/awesome-autonomous-vehicles.jpeg,自动驾驶,True,https://github.com/manfreddiaz/awesome-autonomous-vehicles,,2016-12-09 20:07:33,2023-05-31 18:54:08,2023-05-31 18:54:08,525,,5.0,2041,,,,,,10.0,11,3,,77.0,,,
75,ObjectDetection-OneStageDet,Tencent ObjectDetection-OneStageDet.,https://github.com/Tencent/ObjectDetection-OneStageDet,Tencent/ObjectDetection-OneStageDet,./screenshots/ObjectDetection-OneStageDet.png,目标检测,True,https://github.com/Tencent/ObjectDetection-OneStageDet,,2018-12-19 04:01:16,2020-06-03 07:39:32,2020-06-03 07:39:31,494,51.0,54.0,1959,,,,,,2.0,9,3,,3.0,,,
76,medical-imaging-datasets,sfikas medical-imaging-datasets.,https://github.com/sfikas/medical-imaging-datasets,sfikas/medical-imaging-datasets,./screenshots/medical-imaging-datasets.png,医疗影像,True,https://github.com/sfikas/medical-imaging-datasets,,2017-05-11 10:14:19,2023-11-15 11:25:20,2021-12-14 05:30:14,377,2.0,2.0,1940,,,,,,8.0,12,3,,29.0,,,
77,Single-Image-Super-Resolution,YapengTian Single-Image-Super-Resolution.,https://github.com/YapengTian/Single-Image-Super-Resolution,YapengTian/Single-Image-Super-Resolution,./screenshots/Single-Image-Super-Resolution.png,图像超分辨率,True,https://github.com/YapengTian/Single-Image-Super-Resolution,,2016-10-09 16:11:13,2023-06-20 16:54:31,2023-06-20 16:54:31,356,1.0,,1802,,,,,,10.0,11,3,,144.0,,,
78,aimet,quic aimet.,https://github.com/quic/aimet,quic/aimet,./screenshots/aimet.png,模型压缩与优化,True,https://github.com/quic/aimet,,2020-04-21 18:57:10,2024-01-11 17:33:08,2024-01-11 17:33:07,342,132.0,1028.0,1771,2023-11-29 22:00:09,1.29.0,27.0,,,57.0,17,2,5.0,1.0,63571.0,1718.0,
79,pytorch_GAN_zoo,facebookresearch pytorch_GAN_zoo.,https://github.com/facebookresearch/pytorch_GAN_zoo,facebookresearch/pytorch_GAN_zoo,./screenshots/pytorch_GAN_zoo.png,生成对抗网络GAN,True,https://github.com/facebookresearch/pytorch_GAN_zoo,BSD-3-Clause,2019-01-17 09:52:30,2021-10-12 21:33:09,2020-05-14 15:13:10,260,31.0,34.0,1579,,,,,,5.0,12,3,,,,,
80,facebookresearch-ClassyVision,facebookresearch ClassyVision.,https://github.com/facebookresearch/ClassyVision,facebookresearch/ClassyVision,./screenshots/facebookresearch-ClassyVision.png,图像分类,True,https://github.com/facebookresearch/ClassyVision,MIT,2019-09-13 22:54:44,2023-05-08 19:21:37,2023-03-23 14:35:34,275,13.0,64.0,1565,2023-03-21 05:24:19,0.7.0,7.0,,,77.0,15,3,-2.0,,,,
81,MedicalZooPytorch,black0017-MedicalZooPytorch.,https://github.com/black0017/MedicalZooPytorch,black0017/MedicalZooPytorch,./screenshots/MedicalZooPytorch.png,图像分割,True,https://github.com/black0017/MedicalZooPytorch,MIT,2019-07-23 11:00:46,2022-04-01 08:28:23,2022-02-07 10:14:05,281,18.0,5.0,1556,,,,,,5.0,13,3,,122.0,,,
82,MedicalZoo-Pytorch,black0017 MedicalZooPytorch.,https://github.com/black0017/MedicalZooPytorch,black0017/MedicalZooPytorch,./screenshots/MedicalZooPytorch.png,医疗影像,True,https://github.com/black0017/MedicalZooPytorch,MIT,2019-07-23 11:00:46,2022-04-01 08:28:23,2022-02-07 10:14:05,281,18.0,5.0,1556,,,,,,5.0,13,2,,122.0,,,
83,gen-efficientnet-pytorch,rwightman gen-efficientnet-pytorch.,https://github.com/rwightman/gen-efficientnet-pytorch,rwightman/gen-efficientnet-pytorch,./screenshots/gen-efficientnet-pytorch.png,图像分类,True,https://github.com/rwightman/gen-efficientnet-pytorch,Apache-2.0,2019-05-11 19:35:56,2022-07-01 09:55:35,2021-07-08 19:03:55,203,4.0,51.0,1554,,,,203.0,203.0,5.0,17,3,,108.0,,,
84,VideoSuperResolution,LoSealL VideoSuperResolution.,https://github.com/LoSealL/VideoSuperResolution,LoSealL/VideoSuperResolution,./screenshots/VideoSuperResolution.jpeg,图像超分辨率,True,https://github.com/LoSealL/VideoSuperResolution,MIT,2018-06-04 08:42:05,2020-09-11 14:36:45,2020-07-29 09:57:52,288,8.0,88.0,1550,2019-03-15 08:36:20,0.6.4,1.0,,,2.0,14,2,,456.0,,,
85,Deep-Learning-for-Medical-Applications,albarqouni Deep-Learning-for-Medical-Applications.,https://github.com/albarqouni/Deep-Learning-for-Medical-Applications,albarqouni/Deep-Learning-for-Medical-Applications,./screenshots/Deep-Learning-for-Medical-Applications.png,医疗影像,True,https://github.com/albarqouni/Deep-Learning-for-Medical-Applications,GPL-3.0,2017-03-11 12:28:04,2022-04-01 08:51:47,2019-04-09 06:32:22,467,1.0,1.0,1507,,,,,,11.0,12,3,,50.0,,,
86,DeepFace,RiweiChen DeepFace.,https://github.com/RiweiChen/DeepFace,RiweiChen/DeepFace,./screenshots/DeepFace.jpeg,人脸检测与识别,True,https://github.com/RiweiChen/DeepFace,,2015-11-12 13:42:57,2016-09-11 09:12:56,2016-09-11 09:09:48,615,15.0,22.0,1491,,,,,,2.0,10,3,,25.0,,,
87,PaddleSlim,PaddlePaddle PaddleSlim.,https://github.com/PaddlePaddle/PaddleSlim,PaddlePaddle/PaddleSlim,./screenshots/PaddleSlim.png,模型压缩与优化,True,https://github.com/PaddlePaddle/PaddleSlim,Apache-2.0,2019-12-16 02:56:50,2024-01-15 09:26:24,2024-01-15 09:23:41,344,355.0,161.0,1484,2024-01-03 12:39:19,2.6.0,9.0,404.0,404.0,55.0,21,2,,,,,
88,super-resolution,krasserm super-resolution.,https://github.com/krasserm/super-resolution,krasserm/super-resolution,./screenshots/super-resolution.jpeg,图像超分辨率,True,https://github.com/krasserm/super-resolution,Apache-2.0,2018-10-17 10:46:49,2022-05-13 11:47:05,2022-05-13 11:45:33,345,52.0,50.0,1452,,,,,,,13,3,,65.0,,,
89,model-optimization,tensorflow model-optimization.,https://github.com/tensorflow/model-optimization,tensorflow/model-optimization,./screenshots/model-optimization.png,模型压缩与优化,True,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28,2024-01-05 01:33:52,2024-01-05 01:33:47,309,172.0,166.0,1444,2023-05-26 02:36:01,0.7.5,20.0,3422.0,3422.0,83.0,23,2,,818.0,,,
90,DLTK,DLTK DLTK.,https://github.com/DLTK/DLTK,DLTK/DLTK,./screenshots/DLTK.jpeg,医疗影像,True,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36,2023-03-24 22:27:46,2019-01-21 14:01:28,400,7.0,24.0,1411,,,,31.0,31.0,9.0,16,2,,379.0,,,
91,bottom-up-attention,peteanderson80 bottom-up-attention.,https://github.com/peteanderson80/bottom-up-attention,peteanderson80/bottom-up-attention,./screenshots/bottom-up-attention.jpeg,图文转换ImageCaptioning与视觉问答VQA,True,https://github.com/peteanderson80/bottom-up-attention,MIT,2017-05-26 23:00:39,2023-02-03 04:27:32,2021-02-14 19:08:48,347,67.0,48.0,1385,,,,,,5.0,13,1,,55.0,,,
92,DBFace,dlunion DBFace.,https://github.com/dlunion/DBFace,dlunion/DBFace,./screenshots/DBFace.png,人脸检测与识别,True,https://github.com/dlunion/DBFace,,2020-03-21 07:00:43,2021-07-06 06:03:28,2021-07-06 06:03:28,293,38.0,16.0,1331,,,,,,5.0,11,3,,55.0,,,
93,LFFD-A-Light-and-Fast-Face-Detector-for-Edge-Devices,YonghaoHe LFFD-A-Light-and-Fast-Face-Detector-for-Edge-Devices.,https://github.com/YonghaoHe/LFFD-A-Light-and-Fast-Face-Detector-for-Edge-Devices,YonghaoHe/LFFD-A-Light-and-Fast-Face-Detector-for-Edge-Devices,./screenshots/LFFD-A-Light-and-Fast-Face-Detector-for-Edge-Devices.png,行人检测,True,https://github.com/YonghaoHe/LFFD-A-Light-and-Fast-Face-Detector-for-Edge-Devices,MIT,2019-07-23 03:29:59,2021-03-08 16:10:22,2021-03-08 16:10:22,326,43.0,60.0,1299,,,,,,3.0,12,2,,18.0,,,
94,pytorch_image_classification,hysts pytorch_image_classification.,https://github.com/hysts/pytorch_image_classification,hysts/pytorch_image_classification,./screenshots/pytorch_image_classification.png,图像分类,True,https://github.com/hysts/pytorch_image_classification,MIT,2017-12-09 22:32:57,2021-12-12 18:03:27,2021-12-12 18:02:19,285,,29.0,1287,,,,,,,14,3,,185.0,,,
95,medical-detection-toolkit,MIC-DKFZ medicaldetectiontoolkit.,https://github.com/MIC-DKFZ/medicaldetectiontoolkit,MIC-DKFZ/medicaldetectiontoolkit,./screenshots/medicaldetectiontoolkit.png,图像分割,True,https://github.com/MIC-DKFZ/medicaldetectiontoolkit,Apache-2.0,2018-10-12 12:34:57,2023-10-04 00:38:12,2022-04-04 08:29:54,291,39.0,85.0,1246,,,,,,3.0,13,3,,41.0,,,
96,Data-Efficient-Model-Compression,huawei-noah Data-Efficient-Model-Compression.,https://github.com/huawei-noah/Data-Efficient-Model-Compression,huawei-noah/Data-Efficient-Model-Compression,./screenshots/Data-Efficient-Model-Compression.png,模型压缩与优化,True,https://github.com/huawei-noah/Efficient-Computing,,2019-09-04 10:39:36,2023-10-28 04:52:38,2023-10-28 04:52:38,184,23.0,85.0,1038,,,,,,13.0,10,3,-2.0,143.0,,,huawei-noah/Efficient-Computing
97,awesome-image-captioning,zhjohnchan awesome-image-captioning.,https://github.com/zhjohnchan/awesome-image-captioning,zhjohnchan/awesome-image-captioning,./screenshots/awesome-image-captioning.png,图文转换ImageCaptioning与视觉问答VQA,True,https://github.com/zhjohnchan/awesome-image-captioning,,2018-08-16 07:52:51,2023-03-28 09:36:40,2022-05-25 08:45:24,184,2.0,7.0,1027,,,,,,7.0,10,3,,60.0,,,
98,microsoft-Oscar,microsoft Oscar.,https://github.com/microsoft/Oscar,microsoft/Oscar,./screenshots/microsoft-Oscar.png,图文转换ImageCaptioning与视觉问答VQA,True,https://github.com/microsoft/Oscar,MIT,2020-05-14 18:14:43,2023-08-28 01:34:59,2023-08-28 01:34:58,246,137.0,64.0,1013,,,,,,6.0,12,2,,28.0,,,
99,SMARTS,huawei-noah SMARTS.,https://github.com/huawei-noah/SMARTS,huawei-noah/SMARTS,./screenshots/SMARTS.png,自动驾驶,True,https://github.com/huawei-noah/SMARTS,MIT,2020-10-07 02:11:23,2024-01-12 22:55:38,2024-01-09 18:50:44,177,202.0,787.0,848,2023-08-08 14:30:24,1.4.0,35.0,,,17.0,17,2,,755.0,127.0,3.0,
100,instagan,sangwoomo instagan.,https://github.com/sangwoomo/instagan,sangwoomo/instagan,./screenshots/instagan.png,图图转换ImageTranslation,True,https://github.com/sangwoomo/instagan,,2018-12-16 20:00:10,2021-10-28 20:16:02,2021-10-28 20:16:02,160,11.0,53.0,835,,,,,,31.0,12,3,,321.0,,,
101,medicaltorch,perone medicaltorch.,https://github.com/perone/medicaltorch,perone/medicaltorch,./screenshots/medicaltorch.png,医疗影像,True,https://github.com/perone/medicaltorch,Apache-2.0,2018-02-27 02:50:07,2022-12-27 06:48:51,2021-04-16 18:50:54,119,15.0,9.0,825,2018-11-24 00:33:11,0.2,1.0,14.0,14.0,8.0,13,2,,57.0,,,
102,DRIT,HsinYingLee DRIT.,https://github.com/HsinYingLee/DRIT,HsinYingLee/DRIT,./screenshots/DRIT.jpeg,图图转换ImageTranslation,True,https://github.com/HsinYingLee/DRIT,,2018-03-26 00:31:06,2020-08-05 02:33:28,2020-07-07 20:47:25,152,27.0,34.0,822,,,,,,5.0,10,3,,105.0,,,
103,pytorch-segmentation-detection,pytorch-segmentation-detection.,https://github.com/warmspringwinds/pytorch-segmentation-detection,warmspringwinds/pytorch-segmentation-detection,./screenshots/pytorch-segmentation-detection.png,图像分割,True,https://github.com/warmspringwinds/pytorch-segmentation-detection,MIT,2017-06-10 16:57:15,2022-03-28 17:43:02,2022-03-28 17:43:02,169,14.0,6.0,738,,,,,,4.0,13,3,,266.0,,,
104,Pedestron,hasanirtiza Pedestron.,https://github.com/hasanirtiza/Pedestron,hasanirtiza/Pedestron,./screenshots/Pedestron.png,行人检测,True,https://github.com/hasanirtiza/Pedestron,Apache-2.0,2020-03-15 05:52:52,2023-04-06 13:46:27,2023-04-06 13:46:27,145,,159.0,663,,,,,,54.0,13,1,,742.0,,,
105,Awesome-model-compression-and-acceleration,memoiry Awesome-model-compression-and-acceleration.,https://github.com/memoiry/Awesome-model-compression-and-acceleration,memoiry/Awesome-model-compression-and-acceleration,./screenshots/Awesome-model-compression-and-acceleration.png,模型压缩与优化,True,https://github.com/memoiry/Awesome-model-compression-and-acceleration,,2018-03-19 07:31:31,2021-08-25 14:37:18,2021-08-25 14:37:18,120,2.0,,648,,,,,,6.0,8,3,,13.0,,,
106,awesome-visual-question-answering,jokieleung awesome-visual-question-answering.,https://github.com/jokieleung/awesome-visual-question-answering,jokieleung/awesome-visual-question-answering,./screenshots/awesome-visual-question-answering.jpeg,图文转换ImageCaptioning与视觉问答VQA,True,https://github.com/jokieleung/awesome-visual-question-answering,,2019-03-03 13:32:39,2023-07-06 00:38:03,2023-02-09 11:41:41,92,,2.0,618,,,,,,8.0,9,3,,36.0,,,
107,MITK,MITK MITK.,https://github.com/MITK/MITK,MITK/MITK,./screenshots/MITK.jpeg,医疗影像,True,https://github.com/MITK/MITK,BSD-3-Clause,2011-05-17 13:21:51,2024-01-15 08:47:42,2023-12-06 12:40:21,294,,,617,2023-11-30 17:48:32,2023.12,8.0,,,303.0,21,1,,44307.0,1930.0,33.0,
108,Awesome-Autonomous-Driving,autonomousdrivingkr Awesome-Autonomous-Driving.,https://github.com/autonomousdrivingkr/Awesome-Autonomous-Driving,autonomousdrivingkr/Awesome-Autonomous-Driving,./screenshots/Awesome-Autonomous-Driving.gif,自动驾驶,True,https://github.com/autonomousdrivingkr/Awesome-Autonomous-Driving,,2019-02-10 19:21:45,2023-09-28 19:25:40,2023-03-14 12:03:56,135,,,512,,,,,,8.0,9,3,,45.0,,,
109,meshed-memory-transformer,aimagelab meshed-memory-transformer.,https://github.com/aimagelab/meshed-memory-transformer,aimagelab/meshed-memory-transformer,./screenshots/meshed-memory-transformer.png,图文转换ImageCaptioning与视觉问答VQA,True,https://github.com/aimagelab/meshed-memory-transformer,BSD-3-Clause,2019-12-12 18:02:41,2022-12-21 15:22:39,2022-12-21 15:22:39,133,44.0,48.0,487,,,,,,3.0,10,3,,10.0,,,
110,conceptual-captions,google-research-datasets conceptual-captions.,https://github.com/google-research-datasets/conceptual-captions,google-research-datasets/conceptual-captions,./screenshots/conceptual-captions.png,图文转换ImageCaptioning与视觉问答VQA,True,https://github.com/google-research-datasets/conceptual-captions,,2018-05-10 22:24:40,2021-08-21 16:18:14,2021-01-13 20:07:51,25,5.0,11.0,478,,,,,,6.0,8,3,,12.0,,,
111,NVIDIA-tf_to_trt_image_classification,NVIDIA-AI-IOT tf_to_trt_image_classification.,https://github.com/NVIDIA-AI-IOT/tf_to_trt_image_classification,NVIDIA-AI-IOT/tf_to_trt_image_classification,./screenshots/tf_to_trt_image_classification.png,图像分类,True,https://github.com/NVIDIA-AI-IOT/tf_to_trt_image_classification,BSD-3-Clause,2018-03-01 23:52:57,2020-11-10 02:45:21,2018-11-01 23:28:15,150,33.0,14.0,454,,,,,,3.0,12,3,,28.0,,,
112,Awesome-Visual-Captioning,forence Awesome-Visual-Captioning.,https://github.com/forence/Awesome-Visual-Captioning,forence/Awesome-Visual-Captioning,./screenshots/Awesome-Visual-Captioning.png,图文转换ImageCaptioning与视觉问答VQA,True,https://github.com/forence/Awesome-Visual-Captioning,,2019-01-14 09:12:59,2022-11-14 03:24:29,2022-11-14 03:24:29,49,,4.0,408,,,,,,,9,3,,67.0,,,
113,Pedestrian-Detection,thatbrguy Pedestrian-Detection.,https://github.com/thatbrguy/Pedestrian-Detection,thatbrguy/Pedestrian-Detection,./screenshots/Pedestrian-Detection.jpeg,行人检测,True,https://github.com/thatbrguy/Pedestrian-Detection,,2018-07-30 12:39:13,2019-09-04 13:12:32,2018-08-25 04:51:40,135,3.0,8.0,352,,,,,,,8,3,,19.0,,,
114,PedestrianDetectionSystem,zhangpengpengpeng PedestrianDetectionSystem.,https://github.com/zhangpengpengpeng/PedestrianDetectionSystem,zhangpengpengpeng/PedestrianDetectionSystem,./screenshots/PedestrianDetectionSystem.jpeg,行人检测,True,https://github.com/WebPrague/PedestrianDetectionSystem,Apache-2.0,2018-12-03 11:10:37,2023-02-27 07:01:35,2023-02-27 07:01:35,119,1.0,27.0,307,2019-01-18 02:12:57,1.0,1.0,,,5.0,11,3,,109.0,575.0,9.0,WebPrague/PedestrianDetectionSystem
115,MILVLG-openvqa,MILVLG openvqa.,https://github.com/MILVLG/openvqa,MILVLG/openvqa,./screenshots/MILVLG-openvqa.png,图文转换ImageCaptioning与视觉问答VQA,True,https://github.com/MILVLG/openvqa,Apache-2.0,2019-07-04 03:32:35,2021-09-03 12:54:09,2021-09-03 12:54:08,60,6.0,23.0,298,,,,,,8.0,12,2,,254.0,,,
116,image-captioning,JDAI-CV image-captioning.,https://github.com/JDAI-CV/image-captioning,JDAI-CV/image-captioning,./screenshots/JDAI-CV-image-captioning.png,图文转换ImageCaptioning与视觉问答VQA,True,https://github.com/JDAI-CV/image-captioning,,2020-03-26 09:33:13,2021-07-27 06:06:31,2021-07-27 06:06:31,48,4.0,28.0,261,,,,,,2.0,7,3,,9.0,,,
117,Pedestrian-Detection-papers,xingkongliang Pedestrian-Detection.,https://github.com/xingkongliang/Pedestrian-Detection,xingkongliang/Pedestrian-Detection,./screenshots/Pedestrian-Detection-papers.png,行人检测,True,https://github.com/xingkongliang/Pedestrian-Detection,,2018-09-18 09:22:28,2020-04-29 04:13:17,2020-04-29 04:13:16,52,1.0,1.0,259,,,,,,,8,3,,13.0,,,
118,Image-Caption-Generator,dabasajay Image-Caption-Generator.,https://github.com/dabasajay/Image-Caption-Generator,dabasajay/Image-Caption-Generator,./screenshots/Image-Caption-Generator.jpeg,图文转换ImageCaptioning与视觉问答VQA,True,https://github.com/dabasajay/Image-Caption-Generator,MIT,2018-08-10 13:33:49,2020-10-01 07:13:57,2019-11-22 12:21:54,78,13.0,5.0,251,,,,,,3.0,11,2,,88.0,,,
